"Title","Edition","ISBN","Publisher Name","Publishing Year","Serial Title","Call Number","Language","publishing place","Classification","Notes","Image","File Attach","Author","Subject","Item Start value","Specific Detail Info","Copies","Price","label","Supplier","Subtitle","Keyword","Book review","Standards","Frequency",,,,,,
"SPRINGER",,,,"2011","STORY BOOK","2058","ENGLISH MEDIUM",,"ESB 352",,,,"JEFF KALLET","STORY BOOK","2058",,,"$25.00",,,,,,,,,,,,,
"HIPPOPOTAMUS","2010",,"TRUMPET CLUB","2011","STORY BOOK","2060","ENGLISH MEDIUM",,"ESB 354",,,,"PATRICH LEWIS","STORY BOOK","2060",,,"$50.00",,,,,,,,,,,,,
"MOTHER GOOSE","2005",,"DERRYDALE ","2011","STORY BOOK","2061","ENGLISH MEDIUM","NEW YORK","ESB 393",,,,"FREDRICK RICH","STORY BOOK","2061",,,"$25.00",,,,,,,,,,,,,
"101 DALMATIANS","2006",,"GOLDEN BOOK ","2011","STORY BOOK","2062","ENGLISH MEDIUM",,"ESB 356",,,,"BILL LANGLEY","STORY BOOK","2062",,,"$25.00",,,,,,,,,,,,,
"MUPPET STORIES","2006",,"FUNK AND WAGNALS","2011","STORY BOOK","2063","ENGLISH MEDIUM",,"ESB 351",,,,,"STORY BOOK","2063",,,"$25.00",,,,,,,,,,,,,
"DINOSAURS","2010",,"A GOLDEN BOOK","2011","SCIENCE","2064","ENGLISH MEDIUM","NEW YORK","EFD 138",,,,,"SCIENCE","2064",,,"$50.00",,,,,,,,,,,,,
"MADAGASCAR",,,"SCHOLASTIC","2011","SCIENCE","2065","ENGLISH MEDIUM","NEW YORK","EFD 139",,,,"MICHAEL ANTHONY","SCIENCE","2065",,,"$25.00",,,,,,,,,,,,,
"STARS AND CONSTELLATIONS","2010",,"SCHOLASTIC","2011","SCIENCE","2066","ENGLISH MEDIUM","NEW DELHI","EFD 140",,,,"ELIZABETH BENNETH","SCIENCE","2066",,,"$50.00",,,,,,,,,,,,,
"I SPY GOLD CHALLENGER","2010",,"SCHOLASTIC","2010","SCIENCE","2067","ENGLISH MEDIUM","NEW DELHI","EFD 141",,,,,"SCIENCE","2067",,,"$50.00",,,,,,,,,,,,,
"HOMEWORK ON YOUR COMPUTER","2009",,"SCHOLASTIC","2010","SCIENCE","2068","ENGLISH MEDIUM","NEW DELHI","EFD 142",,,,"ASHA KALBAG","SCIENCE","2068",,,"$100.00",,,,,,,,,,,,,
"CLEVER KIDS","2010",,"SCHOLASTIC","2011","SCIENCE","2069","ENGLISH MEDIUM","NEW DELHI","EFD 143",,,,,"SCIENCE","2069",,,"$50.00",,,,,,,,,,,,,
"FIND OUT ABOUT MONEY",,,"SCHOLASTIC","2011","SCIENCE","2070","ENGLISH MEDIUM","NEW YORK","EFD 144",,,,"KATHY BARABAS","SCIENCE","2070",,,"$25.00",,,,,,,,,,,,,
"SPORTS JOKES",,,"SCHOLASTIC","2011","SCIENCE","2071","ENGLISH MEDIUM",,"EFD 145",,,,"KATY HALL","SCIENCE","2071",,,"$25.00",,,,,,,,,,,,,
"OWLS, BATS, WOLVES AND OTHER NOCTURNAL ANIMALS","2010",,"SCHOLASTIC","2011","SCIENCE","2072","ENGLISH MEDIUM","NEW DELHI","EFD 146",,,,"KRIS HIRSCHMANN","SCIENCE","2072",,,"$30.00",,,,,,,,,,,,,
"GOOD ENOUGH TO EAT",,,"SCHOLASTIC","2011","SCIENCE","2073","ENGLISH MEDIUM",,"EFD 147",,,,"LIZZY ROCKWELL","SCIENCE","2073",,,"$25.00",,,,,,,,,,,,,
"NATURES CHILDREN","2010",,"SCHOLASTIC INC","2011","SCIENCE","2074","ENGLISH MEDIUM","NEW DELHI","EFD 148",,,,"MEREBETH SWITZER","SCIENCE","2074",,,"$100.00",,,,,,,,,,,,,
"CYCLOPEDIA 5","2010",,"FUNK AND WAGNALS","2011","SCIENCE","2075","ENGLISH MEDIUM",,"EFD 149",,,,"CHARLIE BROWNS","SCIENCE","2075",,,"$100.00",,,,,,,,,,,,,
"CYCLOPEDIA 1","2010",,"FUNK AND WAGNALS","2011","SCIENCE","2076","ENGLISH MEDIUM",,"EFD 150",,,,"CHARLIE BROWNS","SCIENCE","2076",,,"$100.00",,,,,,,,,,,,,
"CYCLOPEDIA 7","2010",,"FUNK AND WAGNALS","2011","SCIENCE","2077","ENGLISH MEDIUM","LONDON","EFD 151",,,,"CHARLIE BROWNS","SCIENCE","2077",,,"$100.00",,,,,,,,,,,,,
"THE DAY OF THE DINOSAUR","2010",,"RANDOM HOUSE","2011","SCIENCE","2078","ENGLISH MEDIUM","DELHI","EFD 152",,,,"STAN AND JAN BERENSTAIN","SCIENCE","2078",,,"$50.00",,,,,,,,,,,,,
"1001 WONDERS OF SCIENCE","1990",,"RANDOM HOUSE","2011","SCIENCE","2079","ENGLISH MEDIUM","NEW YORK","EFD 153",,,,"BRIAN AND BRENDA WILLIAMS","SCIENCE","2079",,,"$50.00",,,,,,,,,,,,,
"PENGUINS","2010",,"SCHOLASTIC","2011","SCIENCE","2080","ENGLISH MEDIUM","NEW DELHI","EFD 154",,,,"GAIL GIBBONS","SCIENCE","2080",,,"$50.00",,,,,,,,,,,,,
"RAGING REPTILES","2006",,"INNOVATIVE","2011","STORY BOOK","2081","ENGLISH MEDIUM","USA","EFD 155",,,,"BERNARD ADNET","STORY BOOK","2081",,,"$25.00",,,,,,,,,,,,,
"MACHINES",,,"THE BOOK COMPANY","2011","SCIENCE","2082","ENGLISH MEDIUM",,"EFD 156",,,,,"SCIENCE","2082",,,"$50.00",,,,,,,,,,,,,
"THE CONSTRUCTION ALPHABET BOOK",,,"SCHOLASTIC","2011","SCIENCE","2083","ENGLISH MEDIUM",,"EFD 157",,,,"JERRY PALLOTTA","SCIENCE","2083",,,"$25.00",,,,,,,,,,,,,
"THE GREAT ANIMAL SEARCH","2010",,"SCHOLASTIC","2011","SCIENCE","2084","ENGLISH MEDIUM","NEW DELHI","EFD 158",,,,"IAN JACKSON","SCIENCE","2084",,,"$150.00",,,,,,,,,,,,,
"CAN IT RAIN","2010",,"SCHOLASTIC","2011","SCIENCE","2085","ENGLISH MEDIUM","NEW DELHI","EFD 159",,,,"MELVIN AND GILDA BERGER","SCIENCE","2085",,,"$50.00",,,,,,,,,,,,,
"HOW DO FLIES WALK UPSIDE DOWN?","2010",,"SCHOLASTIC","2010","SCIENCE","2086","ENGLISH MEDIUM","NEW DELHI","EFD 160",,,,"JIM EFFLER","SCIENCE","2086",,,"$100.00",,,,,,,,,,,,,
"FROGS","2010",,"SCHOLASTIC","2011","SCIENCE","2087","ENGLISH MEDIUM","NEW DELHI","EFD 161",,,,"ELIZABETH CARNEY","SCIENCE","2087",,,"$50.00",,,,,,,,,,,,,
"FIRST ATLAS","2010",,"SCHOLASTIC","2011","SCIENCE","2088","ENGLISH MEDIUM","NEW DELHI","EFD 162",,,,"ELIZABETH DALLAY","SCIENCE","2088",,,"$100.00",,,,,,,,,,,,,
"THE MAGIC SCHOOL BUS",,,"SCHOLASTIC","2011","SCIENCE","2089","ENGLISH MEDIUM","NEW YORK","EFD 163",,,,"BRUCE DEGEN","SCIENCE","2089",,,"$25.00",,,,,,,,,,,,,
"BUG BLAST","2010",,"INNOVATIVE","2011","SCIENCE","2090","ENGLISH MEDIUM","NEW YORK","EFD 164",,,,"OLGA LITOWINSKY","SCIENCE","2090",,,"$100.00",,,,,,,,,,,,,
"EARTH","2010",,"CHILDREN PRESS","2011","SCIENCE","2091","ENGLISH MEDIUM","CHICAGO","EFD 165",,,,"DENNIS B FRADIN","SCIENCE","2091",,,"$50.00",,,,,,,,,,,,,
"BIRDS","2010",,"LADYBIRD BOOKS","2011","SCIENCE","2092","ENGLISH MEDIUM",,"EFD 166",,,,"PHIL WEARS","SCIENCE","2092",,,"$50.00",,,,,,,,,,,,,
"STAR WARS SPACE","2010",,"LADYBIRD BOOKS","2011","SCIENCE","2093","ENGLISH MEDIUM","DELHI","EFD 67",,,,"RYDER WINDHAM","SCIENCE","2093",,,"$50.00",,,,,,,,,,,,,
"FIRST ENCYCLOPEDIA","2010",,"KINGFISHER","2011","SCIENCE","2094","ENGLISH MEDIUM","NEW YORK","EFD 168",,,,,"SCIENCE","2094",,,"$100.00",,,,,,,,,,,,,
"CYCLOPEDIA 6","2010",,"FUNK AND WAGNALS","2011","SCIENCE","2095","ENGLISH MEDIUM","NEW YORK","EFD 169",,,,"CHARLIE BROWNS","SCIENCE","2095",,,"$150.00",,,,,,,,,,,,,
"THE BIRTH OF A WHALE","2010",,"SILVER PRESS","2011","SCIENCE","2096","ENGLISH MEDIUM","NEW JERSEY","EFD 170",,,,"JOHN ARCHAMBAULT","SCIENCE","2096",,,"$100.00",,,,,,,,,,,,,
"EVERYTHING CAT",,,"NORTHWORD PRESS","2011","SCIENCE","2097","ENGLISH MEDIUM",,"EFD 171",,,,"MARTY CRISP","SCIENCE","2097",,,"$50.00",,,,,,,,,,,,,
"SEASHORE STICKER BOOK",,,"USBORNE BOOK","2011","SCIENCE","2098","ENGLISH MEDIUM",,"EFD 172",,,,"LISA MILES","SCIENCE","2098",,,"$25.00",,,,,,,,,,,,,
"CYCLOPEDIA 2","2009",,"FUNK AND WAGNALS","2011","SCIENCE","2099","ENGLISH MEDIUM","LONDON","EFD 173",,,,"CHARLIE BROWNS","SCIENCE","2099",,,"$50.00",,,,,,,,,,,,,
"SPIDERMAN 3","2010",,"HARPER COLLIAM PUB INDIA","2011","SCIENCE","2100","ENGLISH MEDIUM","LONDON","EFD 176",,,,,"SCIENCE","2100",,,"$50.00",,,,,,,,,,,,,
"UNITED STATES 2",,,,"2011","SCIENCE","2101","ENGLISH MEDIUM",,"EFD 174",,,,,"SCIENCE","2101",,,"$25.00",,,,,,,,,,,,,
"FERRET","2010",,"WEIGL PUBLISHERS INC.","2011","SCIENCE","2102","ENGLISH MEDIUM","NEW YORK","EFD 176",,,,"LYNN HAMITON","SCIENCE","2102",,,"$50.00",,,,,,,,,,,,,
"EXPLORING THE WORLD",,,"GARETH STEVENS ","2011","SCIENCE","2103","ENGLISH MEDIUM",,"EFD 177",,,,"JULIE BROWN","SCIENCE","2103",,,"$50.00",,,,,,,,,,,,,
"WOODS WALK",,,"STORY KIDS","2011","SCIENCE","2104","ENGLISH MEDIUM",,"EFD 178",,,,"HENRY W. ART","SCIENCE","2104",,,"$50.00",,,,,,,,,,,,,
"SEALS",,,"MCCLANAHAN","2011","SCIENCE","2105","ENGLISH MEDIUM",,"EFD 179",,,,"GREG HARRIES","SCIENCE","2105",,,"$25.00",,,,,,,,,,,,,
"WILD ANIMALS","2010",,"MCCLANAHAN","2011","SCIENCE","2106","ENGLISH MEDIUM",,"EFD 180",,,,,"SCIENCE","2106",,,"$50.00",,,,,,,,,,,,,
"THINGS TO DO AFTER SCHOOL",,,"LOWELL HOUSE","2011","SCIENCE","2107","ENGLISH MEDIUM","USA","EFD 181",,,,"ERIC ANGELOCH","SCIENCE","2107",,,"$50.00",,,,,,,,,,,,,
"LIVING THINGS",,,"SMITHMARK","2011","SCIENCE","2108","ENGLISH MEDIUM",,"EFD 182",,,,"DAVID ANSLEY","SCIENCE","2108",,,"$50.00",,,,,,,,,,,,,
"SLIMY AND SCALY",,,"PARAGON","2011","SCIENCE","2109","ENGLISH MEDIUM",,"EFD 183",,,,"SUSAN BEHAR","SCIENCE","2109",,,"$25.00",,,,,,,,,,,,,
"ARICAS ANIMAL GIANTS","2009",,"NATIONAL GEOGRAPHIC SOCIETY","2011","SCIENCE","2110","ENGLISH MEDIUM",,"EFD 184",,,,,"SCIENCE","2110",,,"$100.00",,,,,,,,,,,,,
"THE LLILTTLE RABBIT",,,"RANDOM HOUSE","2011","SCIENCE","2111","ENGLISH MEDIUM",,"EFD 185",,,,,"SCIENCE","2111",,,"$25.00",,,,,,,,,,,,,
"ALBERT EINSTEIN","2010",,"ALADDIN PAPERBACKS","2011","SCIENCE","2112","ENGLISH MEDIUM","NEW YORK","EFD 186",,,,"PATRICIA LAKIN","SCIENCE","2112",,,"$50.00",,,,,,,,,,,,,
"VOLCANOES","2010",,"CRABTREE PUBLISHING COMPANY ","2011","SCIENCE","2113","ENGLISH MEDIUM","USA","EFD 187",,,,"NEIL MORRIS","SCIENCE","2113",,,"$50.00",,,,,,,,,,,,,
"INVENTION EXPLAINED","2010",,"EYEWITNESS BOOKS","2011","SCIENCE","2114","ENGLISH MEDIUM",,"EFD 188",,,,"RICHARD PLATT","SCIENCE","2114",,,"$0.00",,,,,,,,,,,,,
"SHARK","2010",,"EYEWITNESS BOOKS","2011","SCIENCE","2115","ENGLISH MEDIUM","NEW YORK","EFD 189",,,,"MIRANDA","SCIENCE","2115",,,"$150.00",,,,,,,,,,,,,
"DINOSAURS","2010",,"FLYERS ANIMALS","2011","SCIENCE","2116","ENGLISH MEDIUM",,"EFD 190",,,,"JOHN COOPER","SCIENCE","2116",,,"$50.00",,,,,,,,,,,,,
"BIG BLUE OCEAN",,,"HYPERION BOOKS FOR CHILDREN","2011","SCIENCE","2117","ENGLISH MEDIUM","NEW YORK","EFD 191",,,,"LAN G. SAUNDERS","SCIENCE","2117",,,"$25.00",,,,,,,,,,,,,
"DINOSAUR BABIES","2010",,"RANDOM HOUSE","2011","SCIENCE","2118","ENGLISH MEDIUM",,"EFD 192",,,,"LUCILLE RECHT PENNER","SCIENCE","2118",,,"$50.00",,,,,,,,,,,,,
"SEASHORE PLANTS",,,"HEINEMANN","2011","SCIENCE","2119","ENGLISH MEDIUM",,"EFD 193",,,,"ERNESTINE GIESECKE","SCIENCE","2119",,,"$50.00",,,,,,,,,,,,,
"DINOSAURS",,,"WATERMILL PRESS","2011","SCIENCE","2120","ENGLISH MEDIUM",,"EFD 194",,,,"MICHAEL LAPLACA","SCIENCE","2120",,,"$25.00",,,,,,,,,,,,,
"SIMPLE SCIENCE EXPERIMENTS",,,,"2011","SCIENCE","2121","EMGLISH MEDIUM",,"EFD 195",,,,,"SCIENCE","2121",,,"$50.00",,,,,,,,,,,,,
"PARROT","2010",,"STECK VAUGHN","2011","SCIENCE","2122","ENGLISH MEDIUM",,"EFD 196",,,,"VINCENT SERVENTLY","SCIENCE","2122",,,"$50.00",,,,,,,,,,,,,
"WHALES","2010",,"HIGHLIGHTS","2011","SCIENCE","2123","ENGLISH MEDIUM","LONDON","EFD 197",,,,"JINNY JOHNSON","SCIENCE","2123",,,"$50.00",,,,,,,,,,,,,
"PLANET EARTH","2010",,"RSVP","2011","SCIENCE","2124","ENGLISH MEDIUM","TEXAS","EFD 198",,,,"JONNE JESSOP","SCIENCE","2124",,,"$100.00",,,,,,,,,,,,,
"EXOTIC RAINFORESTS","2010",,"GOLDEN BOOK ","2011","SCIENCE","2125","ENGLISH MEDIUM","NEW YORK","EFD 199",,,,"ANITA GANERI","SCIENCE","2125",,,"$150.00",,,,,,,,,,,,,
"A COLOUR OF HIS OWN","2010",,"SCHOLASTIC","2011","STORY BOOK","2127","ENGLISH MEDIUM","NEW DELHI","ESB 359",,,,"LEO LIONNI","STORY BOOK","2127",,,"$50.00",,,,,,,,,,,,,
"MOOSES LOOSE TOOTH",,,"SCHOLASTIC","2011","STORY BOOK","2128","ENGLISH MEDIUM",,"ESB 360",,,,"JACQUELINE A. CLARKE","STORY BOOK","2128",,,"$25.00",,,,,,,,,,,,,
"ANOTHER MONSTER","1996",,"A GOLDEN BOOK","2004","STORY BOOK","2132","ENGLISH MEDIUM","NEW YORK","ESB 364",,,,"MICHAEL SMOLLIN","STORY BOOK","2132",,,"$25.00",,,,,,,,,,,,,
"THE FOUR SEASONS",,,"A SESAME STREET","2011","STORY BOOK","2133","ENGLISH MEDIUM","USA","ESB 365",,,,"TOM COOKE","STORY BOOK","2133",,,"$25.00",,,,,,,,,,,,,
"ALADDIN ",,,"GOLDEN BOOK ","2011","STORY BOOK","2134","ENGLISH MEDIUM","LONDON","ESB 366",,,,,"STORY BOOK","2134",,,"$25.00",,,,,,,,,,,,,
"LITTLE GOLDEN PICTURE DICTIONARY",,,"A GOLDEN BOOK","2011","STORY BOOK","2135","ENGLISH MEDIUM",,"ESB 367",,,,"DIANE MULDROW","STORY BOOK","2135",,,"$25.00",,,,,,,,,,,,,
"WAVE HELLO TO THOMAS",,,"RANDOM HOUSE","2011","STORY BOOK","2136","ENGLISH MEDIUM",,"ESB 368",,,,"OWAIN BELL","STORY BOOK","2136",,,"$25.00",,,,,,,,,,,,,
"BOB THE BUILDER","2010",,"DISNEY","2011","STORY BOOK","2137","ENGLISH MEDIUM","CHINA","ESB 369",,,,,"STORY BOOK","2137",,,"$25.00",,,,,,,,,,,,,
"BAMBI","2000",,"GROLIER","2011","STORY BOOK","2138","ENGLISH MEDIUM","USA","ESB 370",,,,"DISNEY ARISTOCAT","STORY BOOK","2138",,,"$50.00",,,,,,,,,,,,,
"BEDTIME PRAYER","2002",,"INTERNATIONAL","2011","STORY BOOK","2139","ENGLISH MEDIUM","CHINA","ESB 371",,,,,"STORY BOOK","2139",,,"$25.00",,,,,,,,,,,,,
"MR. BROWN MOO",,,,"2011","STORY BOOK","2140","ENGLISH MEDIUM",,"ESB 372",,,,"DR. SEUESS","STORY BOOK","2140",,,"$25.00",,,,,,,,,,,,,
"POME AND PEEL","1999",,"DIAL BOOKS","2011","STORY BOOK","2141","ENGLISH MEDIUM","NEW YORK","ESB 373",,,,"AMY EHRLICH","STORY BOOK","2141",,,"$25.00",,,,,,,,,,,,,
"DOGTEAM",,,"DRAGONFLY BOOKS","2011","STORY BOOK","2142","ENGLISH MEDIUM","NEW YORK","ESB 374",,,,"RUTH WRIGHT PAULSEN","STORY BOOK","2142",,,"$25.00",,,,,,,,,,,,,
"THE BIG MITTEN",,,,"2011","STORY BOOK","2143","ENGLISH MEDIUM",,"ESB 375",,,,"MADGE TOVEY","STORY BOOK","2143",,,"$25.00",,,,,,,,,,,,,
"MOTHER GOOSE RHYMES","2008",,"AM","2011","STORY BOOK","2144","ENGLISH MEDIUM",,"ESB 376",,,,"ROBYN OFFICER","STORY BOOK","2144",,,"$25.00",,,,,,,,,,,,,
"THE EARLY BIRD",,,,"2011","STORY BOOK","2145","ENGLISH MEDIUM",,"ESB 377",,,,"RICHARD SCARRY","STORY BOOK","2145",,,"$25.00",,,,,,,,,,,,,
"WINNIE THE POOH AND SOME BEES",,,"PUFFIN BOOKS","2011","STORY BOOK","2146","ENGLISH MEDIUM",,"ESB 378",,,,"A.A.MILNE","STORY BOOK","2146",,,"$25.00",,,,,,,,,,,,,
"MINNIES SLEEP-OVER","2005",,"BEST FRIENDS","2011","STORY BOOK","2147","ENGLISH MEDIUM",,"ESB 379",,,,,"STORY BOOK","2147",,,"$25.00",,,,,,,,,,,,,
"BLUES BEDTIME",,,"ADVANCE","2011","STORY BOOK","2148","ENGLISH MEDIUM",,"ESB 380",,,,,"STORY BOOK","2148",,,"$25.00",,,,,,,,,,,,,
"JUST SHOPPING WITH MOM","1989",,"A GOLDEN BOOK","2011","STORY BOOK","2149","ENGLISH MEDIUM","NEW YORK","ESB 381",,,,"MERCER MAYER","STORY BOOK","2149",,,"$25.00",,,,,,,,,,,,,
"BARBIE","2005",,"GROLIER","2011","STORY BOOK","2150","ENGLISH MEDIUM",,"ESB 382",,,,,"STORY BOOK","2150",,,"$25.00",,,,,,,,,,,,,
"JUNGLE ABC","2003",,"BOOK STUEIO","2011","STORY BOOK","2152","ENGLISH MEDIUM","CHINA","ESB 383",,,,,"STORY BOOK","2152",,,"$25.00",,,,,,,,,,,,,
"MY FIRST FARM","2003",,"D.K.PUBLISHING","2011","STORY BOOK","2154","ENGLISH MEDIUM","NEW YORK","ESB 386",,,,,"STORY BOOK","2154",,,"$25.00",,,,,,,,,,,,,
"GUESS HOW MUCH","2008",,"CANDLEWICK","2011","STORY BOOK","2155","ENGLISH MEDIUM",,"ESB 387",,,,"ANITA JERAM","STORY BOOK","2155",,,"$25.00",,,,,,,,,,,,,
"BUTTERWINGS","1995",,"PRICE STERN SLOAN","2011","STORY BOOK","2157","ENGLISH MEDIUM","LOS ANGELS","ESB 389",,,,"ROBIN JAMES","STORY BOOK","2157",,,"$50.00",,,,,,,,,,,,,
"BABY EINSTEIN",,,"HYPERION","2011","STORY BOOK","2158","ENGLISH MEDIUM","NEW YORK","ESB 390",,,,,"STORY BOOK","2158",,,"$25.00",,,,,,,,,,,,,
"WHO SAID THAT","2004",,"PLAYMORE & WOLDMAN","2011","STORY BOOK","2159","ENGLISH MEDIUM","CHINA","ESB 391",,,,,"STORY BOOK","2159",,,"$25.00",,,,,,,,,,,,,
"TOMMY AND CHUCKIE",,,"SIMON SPOTLIGHT ","2011","STORY BOOK","2160","ENGLISH MEDIUM","NEW YORK","ESB 392",,,,"PETER PANAS","STORY BOOK","2160",,,"$25.00",,,,,,,,,,,,,
"ANGELINA DANCES",,,"LADYBIRD BOOKS","2011","STORY BOOK","2161","ENGLISH MEDIUM",,"ESB 393",,,,,"STORY BOOK","2161",,,"$25.00",,,,,,,,,,,,,
"IF YOU GIVE A MOUSE A COOKIE",,,,"2011","STORY BOOK","2162","ENGLISH MEDIUM",,"ESB 394",,,,,"STORY BOOK","2162",,,"$25.00",,,,,,,,,,,,,
"FIVE LITTLE DUCKS","2006",,"SCHOLASTIC","2011","STORY BOOK","2165","ENGLISH MEDIUM","NEW YORK","ESB 397",,,,"IVAN BATES","STORY BOOK","2165",,,"$25.00",,,,,,,,,,,,,
"ITCHY ITCHY CHICKEN POX",,,"SCHOLASTIC","2011","STORY BOOK","2166","ENGLISH MEDIUM","NEW YORK","ESB 398",,,,,"STORY BOOK","2166",,,"$25.00",,,,,,,,,,,,,
"JAKE BAKED THE CAKE",,,"SCHOLASTIC","2011","STORY BOOK","2167","ENGLISH MEDIUM",,"ESB 399",,,,"B.G.HENNESSY","STORY BOOK","2167",,,"$25.00",,,,,,,,,,,,,
"TAKE ME OUT OF THE BATHTUB",,,"SCHOLASTIC","2011","STORY BOOK","2169","ENGLISH MEDIUM","NEW YORK","ESB 341",,,,,"STORY BOOK","2169",,,"$25.00",,,,,,,,,,,,,
"POEMS AND PRAYERS",,,"RANDOM HOUSE","2011","STORY BOOK","2170","ENGLISH MEDIUM","NEW YORK","ESB 402",,,,"MARTHA ALEXANDER","STORY BOOK","2170",,,"$25.00",,,,,,,,,,,,,
"WHAT DO YOU SAY",,,"MANKATO","2011","STORY BOOK","2171","ENGLISH MEDIUM","MINNESOTA","ESB 403",,,,"JANE BELK","STORY BOOK","2171",,,"$25.00",,,,,,,,,,,,,
"MY PRETTY KITTEN","2008",,"PLAYMORE & WOLDMAN","2011","STORY BOOK","2173","ENGLISH MEDIUM",,"ESB 465",,,,,"STORY BOOK","2173",,,"$25.00",,,,,,,,,,,,,
"SPRING PEEPS","2008",,"LITTLE SIMON","2011","STORY BOOK","2174","ENGLISH MEDIUM","NEW YORK","ESB 406",,,,"SALINA YON","STORY BOOK","2174",,,"$25.00",,,,,,,,,,,,,
"POOHS EARLY TO BED","2008",,"RANDOM HOUSE","2011","STORY BOOK","2175","ENGLISH MEDIUM","NEW DELHI","ESB 407",,,,,"STORY BOOK","2175",,,"$25.00",,,,,,,,,,,,,
"I AM DIFFERENT",,,,"2011","STORY BOOK","2177","ENGLISH MEDIUM",,"ESB 409",,,,"MANJULA PADMANABHAN","STORY BOOK","2177",,,"$25.00",,,,,,,,,,,,,
"A TRAIL",,,"RANDOM HOUSE","2011","STORY BOOK","2178","ENGLISH MEDIUM","NEW YORK","ESB 410",,,,"STAN AND JAN BERENSTAIN","STORY BOOK","2178",,,"$25.00",,,,,,,,,,,,,
"BOB THE BUILDER","2008",,"SIMON SPOTLIGHT","2011","STORY BOOK","2179","ENGLISH MEDIUM","NEW YORK","ESB 411",,,,,"STORY BOOK","2179",,,"$25.00",,,,,,,,,,,,,
"GOOD OOG ROVER","2010",,"SIMON SPOTLIGHT","2011","STORY BOOK","2180","ENGLISH MEDIUM",,"ESB 412",,,,,"STORY BOOK","2180",,,"$50.00",,,,,,,,,,,,,
"FUN BOOKS","2010",,,"2011","STORY BOOK","2181","ENGLISH MEDIUM",,"ESB 413",,,,"CASEY LUKATY","STORY BOOK","2181",,,"$50.00",,,,,,,,,,,,,
"CAN YOU TELL ME HOW TO GET TO SESAME STREET ?","2006",,"HUDSON RANDOM","2011","STORY BOOK","2182","ENGLISH MEDIUM",,"ESB 414",,,,"JOE MATHIEW","STORY BOOK","2182",,,"$25.00",,,,,,,,,,,,,
"THE CAT IN THE HAT",,,"RANDOM HOUSE","2011","STORY BOOK","2183","ENGLISH MEDIUM","LONDON","ESB 415",,,,"DR. SEUESS","STORY BOOK","2183",,,"$25.00",,,,,,,,,,,,,
"POPPY CAT","2010",,"PLAYMORE & WOLDMAN","2011","STORY BOOK","2185","ENGLISH MEDIUM",,"ESB 417",,,,"LARA JONES","STORY BOOK","2185",,,"$25.00",,,,,,,,,,,,,
"RUBBER CHICKEN","2008",,"CAMPBELL","2011","STORY BOOK","2186","ENGLISH MEDIUM","LONDON","ESB 418",,,,"LOU BROOKS","STORY BOOK","2186",,,"$25.00",,,,,,,,,,,,,
"GOOD NIGHT GOZ",,,"FRANCES LINCOLN","2011","STORY BOOK","2187","ENGLISH MEDIUM",,"ESB 419",,,,"STEVE WEATHER","STORY BOOK","2187",,,"$25.00",,,,,,,,,,,,,
"HELPING YOUR CHILD","2010",,"D.C.HEALTH","2011","STORY BOOK","2188","ENGLISH MEDIUM",,"EK 257",,,,"DARLENE MARIE","STORY BOOK","2188",,,"$50.00",,,,,,,,,,,,,
"SIGN LANGUAGE",,,"RANDOM HOUSE","2011","STORY BOOK","2189","ENGLISH MEDIUM",,"EK 258",,,,,"STORY BOOK","2189",,,"$25.00",,,,,,,,,,,,,
"I AM A BIG BROTHER",,,,"2011","GK","2190","ENGLISH MEDIUM",,"EK 259",,,,"MAXIE CHAMBLISS","GK","2190",,,"$25.00",,,,,,,,,,,,,
"DOGS AND CATS",,,"SCHOLASTIC","2011","GK","2191","ENGLISH MEDIUM",,"EK 260",,,,"JOSE MARIA","GK","2191",,,"$25.00",,,,,,,,,,,,,
"PYRAMIDS","2010",,"SCHOLASTIC","2011","GK","2192","ENGLISH MEDIUM","NEW DELHI","EK 261",,,,"PHILIPPE BIARD","GK","2192",,,"$100.00",,,,,,,,,,,,,
"INTERNET","2010",,"SCHOLASTIC","2011","GK","2193","ENGLISH MEDIUM","NEW DELHI","EK 262",,,,"DONALD GRANT","GK","2193",,,"$100.00",,,,,,,,,,,,,
"ALL ABOUT TIME","2010",,"SCHOLASTIC","2011","GK","2194","ENGLISH MEDIUM","NEW DELHI","EK 263",,,,"CELINE BOUR CHOLLET","GK","2194",,,"$100.00",,,,,,,,,,,,,
"SHARK TALE","2010",,"SCHOLASTIC","2011","GK","2195","ENGLISH MEDIUM","NEW DELHI","EK 264",,,,"GAIL HERMAN","GK","2195",,,"$50.00",,,,,,,,,,,,,
"WEST DIRGINIA","2010",,"HIGHLIGHTS","2011","GK","2196","ENGLISH MEDIUM",,"EK 265",,,,,"GK","2196",,,"$50.00",,,,,,,,,,,,,
"PUZZLEMANIA","2010",,"HIGHLIGHTS","2011","GK","2197","ENGLISH MEDIUM",,"EK 266",,,,,"GK","2197",,,"$50.00",,,,,,,,,,,,,
"PUZZLEMANIA","2010",,"HIGHLIGHTS","2011","GK","2199","ENGLISH MEDIUM",,"EK 268",,,,,"GK","2199",,,"$50.00",,,,,,,,,,,,,
"MATHMANIA","2010",,"HIGHLIGHTS","2011","GK","2200","ENGLISH MEDIUM",,"EK 269",,,,,"GK","2200",,,"$50.00",,,,,,,,,,,,,
