Title,Edition,ISBN,Publisher Name,Publishing Year,Serial Title,Call Number,Language,publishing place,Classification,Notes,Image,File Attach,Author,Subject,Item Start value,Specific Detail Info,Copies,Price,label,Supplier,Subtitle,Keyword,Book review,Standards,Frequency
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11673,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11674,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11675,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11676,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11677,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11678,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11679,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11680,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11681,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11682,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11683,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11684,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11685,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11686,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11687,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11688,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11689,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11690,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11691,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11692,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11693,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11694,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11695,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11696,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11697,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11698,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11699,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11700,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11701,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11702,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11703,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11704,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11705,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11706,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11707,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11708,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11709,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11710,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11711,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11712,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11713,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11714,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11715,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11716,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11717,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11718,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11719,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11720,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11721,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,TITLE,",LJIT11722,,1,395,,UNIQUE BOOK STORE,,"EC,TITLE,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11723,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11724,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11725,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11726,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11727,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11728,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11729,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11730,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11731,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11732,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11733,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11734,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11735,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11736,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11737,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11738,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11739,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11740,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11741,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11742,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11743,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11744,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11745,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11746,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11747,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11748,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11749,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11750,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11751,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11752,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11753,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11754,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11755,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11756,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11757,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11758,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11759,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11760,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11761,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11762,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11763,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11764,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11765,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,TITLE,",LJIT11766,,1,450,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11767,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11768,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11769,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11770,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11771,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11772,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11773,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11774,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11775,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11776,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11777,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11778,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11779,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
OBJECT ORIENTED MODELING AND DESIGN WITH UML,2,,PEARSON PRENTICE HALL,2009,,,ENGLISH,NEW DELHI  ,005.117,,,,BLAHA M R ; Author  RUMBAUGH J R ; Author,"CE, IT,",LJIT11780,,1,285,,UNIQUE BOOK STORE,,"CE, IT,"
OBJECT ORIENTED MODELING AND DESIGN WITH UML,2,,PEARSON PRENTICE HALL,2009,,,ENGLISH,NEW DELHI  ,005.117,,,,BLAHA M R ; Author  RUMBAUGH J R ; Author,"CE, IT,",LJIT11781,,1,285,,UNIQUE BOOK STORE,,"CE, IT,"
OBJECT ORIENTED MODELING AND DESIGN WITH UML,2,,PEARSON PRENTICE HALL,2009,,,ENGLISH,NEW DELHI  ,005.117,,,,BLAHA M R ; Author  RUMBAUGH J R ; Author,"CE, IT,",LJIT11782,,1,285,,UNIQUE BOOK STORE,,"CE, IT,"
OBJECT ORIENTED MODELING AND DESIGN WITH UML,2,,PEARSON PRENTICE HALL,2009,,,ENGLISH,NEW DELHI  ,005.117,,,,BLAHA M R ; Author  RUMBAUGH J R ; Author,"CE, IT,",LJIT11783,,1,285,,UNIQUE BOOK STORE,,"CE, IT,"
OBJECT ORIENTED MODELING AND DESIGN WITH UML,2,,PEARSON PRENTICE HALL,2009,,,ENGLISH,NEW DELHI  ,005.117,,,,BLAHA M R ; Author  RUMBAUGH J R ; Author,"CE, IT,",LJIT11784,,1,285,,UNIQUE BOOK STORE,,"CE, IT,"
OBJECT ORIENTED MODELING AND DESIGN WITH UML,2,,PEARSON PRENTICE HALL,2009,,,ENGLISH,NEW DELHI  ,005.117,,,,BLAHA M R ; Author  RUMBAUGH J R ; Author,"CE, IT,",LJIT11785,,1,285,,UNIQUE BOOK STORE,,"CE, IT,"
