Title,Edition,ISBN,Publisher Name,Publishing Year,Serial Title,Call Number,Language,publishing place,Classification,Notes,Image,File Attach,Author,Subject,Item Start value,Specific Detail Info,Copies,Price,label,Supplier,Subtitle,Keyword,Book review,Standards,Frequency
THEORY OF MACHINES,14,,EURASIA PUBLISHING HOUSE PVT LTD,2009,,,ENGLISH,NEW DELHI,621.8,,,,KHURMI R S ; Author  GUPTA J K ; Author,"ME,TITLE,",LJIT11563,,1,560,,UNIQUE BOOK STORE,,"ME,TITLE,"
THEORY OF MACHINES,14,,EURASIA PUBLISHING HOUSE PVT LTD,2009,,,ENGLISH,NEW DELHI,621.8,,,,KHURMI R S ; Author  GUPTA J K ; Author,"ME,",LJIT11564,,1,560,,UNIQUE BOOK STORE,,"ME,"
THEORY OF MACHINES,14,,EURASIA PUBLISHING HOUSE PVT LTD,2009,,,ENGLISH,NEW DELHI,621.8,,,,KHURMI R S ; Author  GUPTA J K ; Author,"ME,",LJIT11565,,1,560,,UNIQUE BOOK STORE,,"ME,"
THEORY OF MACHINES,14,,EURASIA PUBLISHING HOUSE PVT LTD,2009,,,ENGLISH,NEW DELHI,621.8,,,,KHURMI R S ; Author  GUPTA J K ; Author,"ME,",LJIT11566,,1,560,,UNIQUE BOOK STORE,,"ME,"
THEORY OF MACHINES,14,,EURASIA PUBLISHING HOUSE PVT LTD,2009,,,ENGLISH,NEW DELHI,621.8,,,,KHURMI R S ; Author  GUPTA J K ; Author,"ME,",LJIT11567,,1,560,,UNIQUE BOOK STORE,,"ME,"
THEORY OF MACHINES,14,,EURASIA PUBLISHING HOUSE PVT LTD,2009,,,ENGLISH,NEW DELHI,621.8,,,,KHURMI R S ; Author  GUPTA J K ; Author,"ME,",LJIT11568,,1,560,,UNIQUE BOOK STORE,,"ME,"
THEORY OF MACHINES,14,,EURASIA PUBLISHING HOUSE PVT LTD,2009,,,ENGLISH,NEW DELHI,621.8,,,,KHURMI R S ; Author  GUPTA J K ; Author,"ME,",LJIT11569,,1,560,,UNIQUE BOOK STORE,,"ME,"
THEORY OF MACHINES,14,,EURASIA PUBLISHING HOUSE PVT LTD,2009,,,ENGLISH,NEW DELHI,621.8,,,,KHURMI R S ; Author  GUPTA J K ; Author,"ME,",LJIT11570,,1,560,,UNIQUE BOOK STORE,,"ME,"
THEORY OF MACHINES,14,,EURASIA PUBLISHING HOUSE PVT LTD,2009,,,ENGLISH,NEW DELHI,621.8,,,,KHURMI R S ; Author  GUPTA J K ; Author,"ME,",LJIT11571,,1,560,,UNIQUE BOOK STORE,,"ME,"
THEORY OF MACHINES,14,,EURASIA PUBLISHING HOUSE PVT LTD,2009,,,ENGLISH,NEW DELHI,621.8,,,,KHURMI R S ; Author  GUPTA J K ; Author,"ME,",LJIT11572,,1,560,,UNIQUE BOOK STORE,,"ME,"
THEORY OF MACHINES,14,,EURASIA PUBLISHING HOUSE PVT LTD,2009,,,ENGLISH,NEW DELHI,621.8,,,,KHURMI R S ; Author  GUPTA J K ; Author,"ME,",LJIT11573,,1,560,,UNIQUE BOOK STORE,,"ME,"
THEORY OF MACHINES,14,,EURASIA PUBLISHING HOUSE PVT LTD,2009,,,ENGLISH,NEW DELHI,621.8,,,,KHURMI R S ; Author  GUPTA J K ; Author,"ME,",LJIT11574,,1,560,,UNIQUE BOOK STORE,,"ME,"
THEORY OF MACHINES,14,,EURASIA PUBLISHING HOUSE PVT LTD,2009,,,ENGLISH,NEW DELHI,621.8,,,,KHURMI R S ; Author  GUPTA J K ; Author,"ME,",LJIT11575,,1,560,,UNIQUE BOOK STORE,,"ME,"
THEORY OF MACHINES,14,,EURASIA PUBLISHING HOUSE PVT LTD,2009,,,ENGLISH,NEW DELHI,621.8,,,,KHURMI R S ; Author  GUPTA J K ; Author,"ME,",LJIT11576,,1,560,,UNIQUE BOOK STORE,,"ME,"
THEORY OF MACHINES,14,,EURASIA PUBLISHING HOUSE PVT LTD,2009,,,ENGLISH,NEW DELHI,621.8,,,,KHURMI R S ; Author  GUPTA J K ; Author,"ME,",LJIT11577,,1,560,,UNIQUE BOOK STORE,,"ME,"
THEORY OF MACHINES,14,,EURASIA PUBLISHING HOUSE PVT LTD,2009,,,ENGLISH,NEW DELHI,621.8,,,,KHURMI R S ; Author  GUPTA J K ; Author,"ME,",LJIT11578,,1,560,,UNIQUE BOOK STORE,,"ME,"
THEORY OF MACHINES,14,,EURASIA PUBLISHING HOUSE PVT LTD,2009,,,ENGLISH,NEW DELHI,621.8,,,,KHURMI R S ; Author  GUPTA J K ; Author,"ME,",LJIT11579,,1,560,,UNIQUE BOOK STORE,,"ME,"
THEORY OF MACHINES,14,,EURASIA PUBLISHING HOUSE PVT LTD,2009,,,ENGLISH,NEW DELHI,621.8,,,,KHURMI R S ; Author  GUPTA J K ; Author,"ME,",LJIT11580,,1,560,,UNIQUE BOOK STORE,,"ME,"
THEORY OF MACHINES,14,,EURASIA PUBLISHING HOUSE PVT LTD,2009,,,ENGLISH,NEW DELHI,621.8,,,,KHURMI R S ; Author  GUPTA J K ; Author,"ME,",LJIT11581,,1,560,,UNIQUE BOOK STORE,,"ME,"
THEORY OF MACHINES,14,,EURASIA PUBLISHING HOUSE PVT LTD,2009,,,ENGLISH,NEW DELHI,621.8,,,,KHURMI R S ; Author  GUPTA J K ; Author,"ME,",LJIT11582,,1,560,,UNIQUE BOOK STORE,,"ME,"
ELECTRONIC DEVICES AND CIRCUIT THEORY,10,,PEARSON PRENTICE HALL,2009,,,ENGLISH,NEW DELHI  ,621.3815,,,,BOYLESTAD R L ; Author  NASHELSKY L ; Author,"EC,",LJIT11583,,1,499,,UNIQUE BOOK STORE,,"EC,"
ELECTRONIC DEVICES AND CIRCUIT THEORY,10,,PEARSON PRENTICE HALL,2009,,,ENGLISH,NEW DELHI  ,621.3815,,,,BOYLESTAD R L ; Author  NASHELSKY L ; Author,"EC,",LJIT11584,,1,499,,UNIQUE BOOK STORE,,"EC,"
ELECTRONIC DEVICES AND CIRCUIT THEORY,10,,PEARSON PRENTICE HALL,2009,,,ENGLISH,NEW DELHI  ,621.3815,,,,BOYLESTAD R L ; Author  NASHELSKY L ; Author,"EC,",LJIT11585,,1,499,,UNIQUE BOOK STORE,,"EC,"
ELECTRONIC DEVICES AND CIRCUIT THEORY,10,,PEARSON PRENTICE HALL,2009,,,ENGLISH,NEW DELHI  ,621.3815,,,,BOYLESTAD R L ; Author  NASHELSKY L ; Author,"EC,",LJIT11586,,1,499,,UNIQUE BOOK STORE,,"EC,"
ELECTRONIC DEVICES AND CIRCUIT THEORY,10,,PEARSON PRENTICE HALL,2009,,,ENGLISH,NEW DELHI  ,621.3815,,,,BOYLESTAD R L ; Author  NASHELSKY L ; Author,"EC,",LJIT11587,,1,499,,UNIQUE BOOK STORE,,"EC,"
ELECTRONIC DEVICES AND CIRCUIT THEORY,10,,PEARSON PRENTICE HALL,2009,,,ENGLISH,NEW DELHI  ,621.3815,,,,BOYLESTAD R L ; Author  NASHELSKY L ; Author,"EC,TITLE,",LJIT11588,,1,499,,UNIQUE BOOK STORE,,"EC,TITLE,"
ELECTRONIC DEVICES AND CIRCUIT THEORY,10,,PEARSON PRENTICE HALL,2009,,,ENGLISH,NEW DELHI  ,621.3815,,,,BOYLESTAD R L ; Author  NASHELSKY L ; Author,"EC,",LJIT11589,,1,499,,UNIQUE BOOK STORE,,"EC,"
ELECTRONIC DEVICES AND CIRCUIT THEORY,10,,PEARSON PRENTICE HALL,2009,,,ENGLISH,NEW DELHI  ,621.3815,,,,BOYLESTAD R L ; Author  NASHELSKY L ; Author,"EC,",LJIT11590,,1,499,,UNIQUE BOOK STORE,,"EC,"
ELECTRONIC DEVICES AND CIRCUIT THEORY,10,,PEARSON PRENTICE HALL,2009,,,ENGLISH,NEW DELHI  ,621.3815,,,,BOYLESTAD R L ; Author  NASHELSKY L ; Author,"EC,",LJIT11591,,1,499,,UNIQUE BOOK STORE,,"EC,"
ELECTRONIC DEVICES AND CIRCUIT THEORY,10,,PEARSON PRENTICE HALL,2009,,,ENGLISH,NEW DELHI  ,621.3815,,,,BOYLESTAD R L ; Author  NASHELSKY L ; Author,"EC,",LJIT11592,,1,499,,UNIQUE BOOK STORE,,"EC,"
ELECTRONIC DEVICES AND CIRCUIT THEORY,10,,PEARSON PRENTICE HALL,2009,,,ENGLISH,NEW DELHI  ,621.3815,,,,BOYLESTAD R L ; Author  NASHELSKY L ; Author,"EC,",LJIT11593,,1,499,,UNIQUE BOOK STORE,,"EC,"
ELECTRONIC DEVICES AND CIRCUIT THEORY,10,,PEARSON PRENTICE HALL,2009,,,ENGLISH,NEW DELHI  ,621.3815,,,,BOYLESTAD R L ; Author  NASHELSKY L ; Author,"EC,",LJIT11594,,1,499,,UNIQUE BOOK STORE,,"EC,"
ELECTRONIC DEVICES AND CIRCUIT THEORY,10,,PEARSON PRENTICE HALL,2009,,,ENGLISH,NEW DELHI  ,621.3815,,,,BOYLESTAD R L ; Author  NASHELSKY L ; Author,"EC,",LJIT11595,,1,499,,UNIQUE BOOK STORE,,"EC,"
ELECTRONIC DEVICES AND CIRCUIT THEORY,10,,PEARSON PRENTICE HALL,2009,,,ENGLISH,NEW DELHI  ,621.3815,,,,BOYLESTAD R L ; Author  NASHELSKY L ; Author,"EC,",LJIT11596,,1,499,,UNIQUE BOOK STORE,,"EC,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11597,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11598,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11599,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11600,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11601,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11602,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11603,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11604,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11605,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11606,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11607,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11608,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11609,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11610,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11611,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11612,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11613,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11614,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11615,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11616,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11617,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11618,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11619,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11620,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11621,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11622,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11623,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11624,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11625,,1,325,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING THERMODYNAMICS,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,621.4021,,,,NAG P K ; Author,"ME,",LJIT11626,,1,325,,UNIQUE BOOK STORE,,"ME,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11627,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11628,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11629,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11630,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11631,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11632,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11633,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11634,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11635,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11636,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11637,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11638,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11639,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11640,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN OPERATING SYSTEMS,3,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,005.43,,,,TANENBAUM A S ; Author,"CE, IT,",LJIT11641,,1,450,,UNIQUE BOOK STORE,,"CE, IT,"
ENGINEERING METROLOGY,20,,KHANNA BOOK PUBLICATION COMPANY,2009,,,ENGLISH,NEW DELHI ,620.0044,,,,JAIN R K ; Author,"ME,",LJIT11642,,1,300,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING METROLOGY,20,,KHANNA BOOK PUBLICATION COMPANY,2009,,,ENGLISH,NEW DELHI ,620.0044,,,,JAIN R K ; Author,"ME,",LJIT11643,,1,300,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING METROLOGY,20,,KHANNA BOOK PUBLICATION COMPANY,2009,,,ENGLISH,NEW DELHI ,620.0044,,,,JAIN R K ; Author,"ME,",LJIT11644,,1,300,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING METROLOGY,20,,KHANNA BOOK PUBLICATION COMPANY,2009,,,ENGLISH,NEW DELHI ,620.0044,,,,JAIN R K ; Author,"ME,",LJIT11645,,1,300,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING METROLOGY,20,,KHANNA BOOK PUBLICATION COMPANY,2009,,,ENGLISH,NEW DELHI ,620.0044,,,,JAIN R K ; Author,"ME,",LJIT11646,,1,300,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING METROLOGY,20,,KHANNA BOOK PUBLICATION COMPANY,2009,,,ENGLISH,NEW DELHI ,620.0044,,,,JAIN R K ; Author,"ME,",LJIT11647,,1,300,,UNIQUE BOOK STORE,,"ME,"
ENGINEERING METROLOGY,20,,KHANNA BOOK PUBLICATION COMPANY,2009,,,ENGLISH,NEW DELHI ,620.0044,,,,JAIN R K ; Author,"ME,",LJIT11648,,1,300,,UNIQUE BOOK STORE,,"ME,"
MICROPROCESSOR ARCHITECTURE PROGRAMMING AND APPLICATIONS WITH THE 8085,5,,PENRAM INTERNATIONAL PUBLISHING INDIA PVT LTD,2009,,,ENGLISH,MUMBAI,004.16,,,,GAONKAR R ; Author,"CE, IT,TITLE,",LJIT11649,,1,360,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
MICROPROCESSOR ARCHITECTURE PROGRAMMING AND APPLICATIONS WITH THE 8085,5,,PENRAM INTERNATIONAL PUBLISHING INDIA PVT LTD,2009,,,ENGLISH,MUMBAI,004.16,,,,GAONKAR R ; Author,"CE, IT,",LJIT11650,,1,360,,UNIQUE BOOK STORE,,"CE, IT,"
MICROPROCESSOR ARCHITECTURE PROGRAMMING AND APPLICATIONS WITH THE 8085,5,,PENRAM INTERNATIONAL PUBLISHING INDIA PVT LTD,2009,,,ENGLISH,MUMBAI,004.16,,,,GAONKAR R ; Author,"CE, IT,",LJIT11651,,1,360,,UNIQUE BOOK STORE,,"CE, IT,"
MICROPROCESSOR ARCHITECTURE PROGRAMMING AND APPLICATIONS WITH THE 8085,5,,PENRAM INTERNATIONAL PUBLISHING INDIA PVT LTD,2009,,,ENGLISH,MUMBAI,004.16,,,,GAONKAR R ; Author,"CE, IT,",LJIT11652,,1,360,,UNIQUE BOOK STORE,,"CE, IT,"
MICROPROCESSOR ARCHITECTURE PROGRAMMING AND APPLICATIONS WITH THE 8085,5,,PENRAM INTERNATIONAL PUBLISHING INDIA PVT LTD,2009,,,ENGLISH,MUMBAI,004.16,,,,GAONKAR R ; Author,"CE, IT,",LJIT11653,,1,360,,UNIQUE BOOK STORE,,"CE, IT,"
MICROPROCESSOR ARCHITECTURE PROGRAMMING AND APPLICATIONS WITH THE 8085,5,,PENRAM INTERNATIONAL PUBLISHING INDIA PVT LTD,2009,,,ENGLISH,MUMBAI,004.16,,,,GAONKAR R ; Author,"CE, IT,",LJIT11654,,1,360,,UNIQUE BOOK STORE,,"CE, IT,"
MICROPROCESSOR ARCHITECTURE PROGRAMMING AND APPLICATIONS WITH THE 8085,5,,PENRAM INTERNATIONAL PUBLISHING INDIA PVT LTD,2009,,,ENGLISH,MUMBAI,004.16,,,,GAONKAR R ; Author,"CE, IT,",LJIT11655,,1,360,,UNIQUE BOOK STORE,,"CE, IT,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11656,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11657,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11658,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11659,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11660,,1,395,,UNIQUE BOOK STORE,,"EC,"
ENGINEERING AND GENERAL GEOLOGY,8,,S K KATARIA & SONS,2009,,,ENGLISH,NEW DELHI,624.151,,,,SINGH P ; Author,"CL,TITLE,",LJIT11661,,1,325,,UNIQUE BOOK STORE,,"CL,TITLE,"
ENGINEERING AND GENERAL GEOLOGY,8,,S K KATARIA & SONS,2009,,,ENGLISH,NEW DELHI,624.151,,,,SINGH P ; Author,"CL,",LJIT11662,,1,325,,UNIQUE BOOK STORE,,"CL,"
ENGINEERING AND GENERAL GEOLOGY,8,,S K KATARIA & SONS,2009,,,ENGLISH,NEW DELHI,624.151,,,,SINGH P ; Author,"CL,",LJIT11663,,1,325,,UNIQUE BOOK STORE,,"CL,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11664,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11665,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11666,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11667,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11668,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11669,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11670,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11671,,1,395,,UNIQUE BOOK STORE,,"EC,"
MODERN CONTROL ENGINEERING,4,,PHI LEARING PRIVATE LIMITED,2009,,,ENGLISH,NEW DELHI ,629.8,,,,OGATA K ; Author,"EC,",LJIT11672,,1,395,,UNIQUE BOOK STORE,,"EC,"
