Title,Edition,ISBN,Publisher Name,Publishing Year,Serial Title,Call Number,Language,publishing place,Classification,Notes,Image,File Attach,Author,Subject,Item Start value,Specific Detail Info,Copies,Price,label,Supplier,Subtitle,Keyword,Book review,Standards,Frequency
Raccoons and Their Relatives,,,World Book Inc. A Scott fetzer Compony,2007,World Book Animal of the World,A000113,English,Chicago,599.74,,,,,Science,A000113,,,1062,,Time Life,,,,,
Howlers and Other New World Monkeys,,,World Book Inc. A Scott fetzer Compony,2007,World Book Animal of the World,A000114,English,Chicago,599.82,,,,,Science,A000114,,,1062,,Time Life,,,,,
Gorillas and Other Apes,,,World Book Inc. A Scott fetzer Compony,2007,World Book Animal of the World,A000115,English,Chicago,599.82,,,,,Science,A000115,,,1062,,Time Life,,,,,
Baboons and Other Old World Monkeys,,,World Book Inc. A Scott fetzer Compony,2007,World Book Animal of the World,A000116,English,Chicago,599.82,,,,,Science,A000116,,,1062,,Time Life,,,,,
Grizzlies and Other Bears,,,World Book Inc. A Scott fetzer Compony,2007,World Book Animal of the World,A000117,English,Chicago,599.74,,,,,Science,A000117,,,1062,,Time Life,,,,,
Cottontails and Their Relatives,,,World Book Inc. A Scott fetzer Compony,2007,World Book Animal of the World,A000118,English,Chicago,599.3,,,,,Science,A000118,,,1062,,Time Life,,,,,
Giroffesx and Other Hoofed Mammals,,,World Book Inc. A Scott fetzer Compony,2007,World Book Animal of the World,A000119,English,Chicago,599.7357,,,,,Science,A000119,,,1062,,Time Life,,,,,
Wolves and Other Wild Dogs,,,World Book Inc. A Scott fetzer Compony,2007,World Book Animal of the World,A000120,English,Chicago,599.74,,,,,Science,A000120,,,1062,,Time Life,,,,,
Kangaroos and Other Marsupials,,,World Book Inc. A Scott fetzer Compony,2007,World Book Animal of the World,A000121,English,Chicago,599.2,,,,,Science,A000121,,,1062,,Time Life,,,,,
Rattlers And Other Snakes,,,World Book Inc. A Scott fetzer Compony,2007,World Book Animal of the World,A000122,English,Chicago,597.9,,,,,Science,A000122,,,1062,,Time Life,,,,,
Beaver And Other Rodents,,,World Book Inc. A Scott fetzer Compony,2007,World Book Animal of the World,A000123,English,Chicago,599.3,,,,,Science,A000123,,,1062,,Time Life,,,,,
